,Price,SurfaceArea,ApartmentType,YearBuilt,ApartmentSetting,FloorNumber,TotalFloorsInBuilding,YearRenovated,BalconyTerraceAtrium,Furniture,ParkingSpots,EnergyClass,Region,District,Neighborhood
205,60000,46,2-sobno,1950,V večstanovanjski stavbi,1.,2,2015,Balkon,Delno opremljeno,,,Savinjska, Rogatec, Rogatec
206,189000,84,"4,5-sobno",1974,V večstanovanjski stavbi,3.,7,2019,Balkon,,,,Podravska, Maribor, Tabor
207,74400,76,2-sobno,1870,V večstanovanjski stavbi,1.,3,1970,,,,EI ni potrebna (334. člen EZ-1),Podravska, Maribor, Magdalena
208,65900,45,1-sobno,1870,V večstanovanjski stavbi,2.,3,1970,,,,EI ni potrebna (334. člen EZ-1),Podravska, Maribor, Center
209,102900,63,3-sobno,1960,V večstanovanjski stavbi,3.,3,2018,Balkon,Delno opremljeno,,C (35 - 60 kWh/m2a),Pomurska, Gornja Radgona, Gornja Radgona
210,90000,82,4-sobno,1970,V hiši,,0,2018,Balkon,Neopremljeno,,,Podravska, Maribor okolica, Razvanje
211,92000,40,"1,5-sobno",1991,,1.,4,2009,Balkon,,,,Podravska, Ptuj, Ptuj
212,250000,56,3-sobno,1960,,1.,13,2022,,,,,Osrednjeslovenska, Ljubljana Center, Center
213,79000,62,3-sobno,1960,V večstanovanjski stavbi,3.,3,2005,"Balkon, Zaprt balkon",,2,Ni možno izdati,Podravska, Juršinci, Juršinci
214,250000,81,4-sobno,1962,,1.,3,0,,,,,Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
215,185972,56,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
216,255536,79,4-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
217,316916,101,4-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
218,353995,107,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
219,154613,41,1-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,1,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
220,380745,118,4-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,3,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
221,349309,107,4-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
222,288075,88,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
223,223859,68,3-sobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
224,303554,102,6 in večsobno,0,V večstanovanjski stavbi,,3,0,"Balkon, Atrij, Terasa",,2,B1 (15 - 25 kWh/m2a),Savinjska, Vransko, Vransko
225,202000,60,"2,5-sobno",2010,V večstanovanjski stavbi,2.,4,2018,Balkon,Popolnoma opremljeno,1,EI v izdelavi,Savinjska, Celje, Nova vas
226,124000,53,3-sobno,1988,,8.,0,2018,,,,EI v izdelavi,Podravska, Maribor, Tezno
227,169000,79,3-sobno,1900,V večstanovanjski stavbi,Pritličje,0,0,,Popolnoma opremljeno,,EI ni potrebna (334. člen EZ-1),Podravska, Maribor, Center
228,85000,52,2-sobno,1966,,Pritličje,0,2020,,,2,D (60 - 105 kWh/m2a),Posavska, Brežice, Dobova
229,135000,77,"2,5-sobno",1890,V večstanovanjski stavbi,4.,4,2009,Balkon,Delno opremljeno,,,Podravska, Maribor, Tabor
230,56500,19,Garsonjera,1959,V večstanovanjski stavbi,6.,16,2020,,Delno opremljeno,,D (60 - 105 kWh/m2a),Podravska, Maribor, Tabor
231,58000,65,2-sobno,1960,V večstanovanjski stavbi,2.,3,2015,Balkon,Popolnoma opremljeno,2,EI ni potrebna (334. člen EZ-1),Savinjska, Zreče, Planina na Pohorju
232,118000,52,2-sobno,1963,V večstanovanjski stavbi,3.,4,2018,Balkon,Popolnoma opremljeno,,,Podravska, Maribor, Pobrežje
233,175000,0,3-sobno,1957,,,0,0,,,,D (60 - 105 kWh/m2a),Savinjska, Celje, Celje
234,141250,0,2-sobno,2008,,,0,0,,,,D (60 - 105 kWh/m2a),Podravska, Slovenska Bistrica, Slovenska Bistrica
235,95000,0,2-sobno,1964,,,0,0,,,,,Savinjska, Celje, Celje
236,178000,49,2-sobno,2005,V večstanovanjski stavbi,1.,2,0,Zaprt balkon,Popolnoma opremljeno,1,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ig, Ig
237,156000,94,"4,5-sobno",1977,V večstanovanjski stavbi,5.,5,2017,,Delno opremljeno,2,EI v izdelavi,Osrednjeslovenska, Litija, Litija
238,160000,65,"2,5-sobno",1991,V večstanovanjski stavbi,4.,4,2013,Balkon,Popolnoma opremljeno,,,Podravska, Maribor, Borštnikova ul.
239,265000,103,3-sobno,1954,V večstanovanjski stavbi,2.,2,2011,Balkon,,,,Osrednjeslovenska, Ljubljana Moste Polje, Polje
240,31500,25,Garsonjera,1915,V večstanovanjski stavbi,Pritličje,1,2012,,Delno opremljeno,1,EI ni potrebna (334. člen EZ-1),Podravska, Slovenska Bistrica, Slovenska Bistrica
241,90000,59,3-sobno,1988,V večstanovanjski stavbi,1.,3,2017,"Balkon, Zaprt balkon",Popolnoma opremljeno,,,Podravska, Poljčane, Poljčane
244,119900,60,2-sobno,0,V večstanovanjski stavbi,Pritličje,1,0,,,1,A1 (0 - 10 kWh/m2a),Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
245,103000,65,3-sobno,1975,V večstanovanjski stavbi,2.,4,2019,Balkon,Popolnoma opremljeno,2,B1 (15 - 25 kWh/m2a),Podravska, Ormož, Hardek
246,48000,51,2-sobno,1874,V večstanovanjski stavbi,1.,2,2004,Balkon,Neopremljeno,brez pripadajočega parkirišča,,Zasavska, Trbovlje, Trbovlje
247,239000,118,6 in večsobno,1910,V večstanovanjski stavbi,1.,2,2016,,,,EI v izdelavi,Podravska, Maribor, Koroška vrata
248,259000,68,"2,5-sobno",1963,V večstanovanjski stavbi,4.,4,2020,Balkon,Delno opremljeno,brez pripadajočega parkirišča,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Vič Rudnik, Rožna dolina
249,109000,63,"2,5-sobno",1959,,3.,0,2000,Balkon,Delno opremljeno,,,Podravska, Ptuj, Ptuj
250,139000,54,2-sobno,1995,V večstanovanjski stavbi,2.,2,0,,,1,,Podravska, Maribor, Radvanje
251,290000,137,4-sobno,1780,V večstanovanjski stavbi,2.,2,2017,Balkon,Popolnoma opremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Center
252,87000,36,1-sobno,1976,V večstanovanjski stavbi,5.,5,2020,,Neopremljeno,1,,Podravska, Maribor, Tabor
253,105000,18,Garsonjera,1959,V večstanovanjski stavbi,,0,0,,,brez pripadajočega parkirišča,EI v izdelavi,Osrednjeslovenska, Ljubljana Šiška, Šiška
254,113000,79,,1964,V večstanovanjski stavbi,,0,1997,,,,,Jugovzhodna Slovenija, Trebnje, Mirna
255,72000,24,Garsonjera,1900,V večstanovanjski stavbi,1.,20,2010,,Popolnoma opremljeno,,,Podravska, Maribor, Center
256,137000,75,"3,5-sobno",1958,V večstanovanjski stavbi,,5,2015,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,C (35 - 60 kWh/m2a),Podravska, Maribor, Koroška vrata
257,69999,42,1-sobno,1950,V večstanovanjski stavbi,4.,4,0,,Popolnoma opremljeno,,,Podravska, Kidričevo, Kidričevo
258,80000,43,1-sobno,0,,2.,5,0,Balkon,,,,Podravska, Maribor, Tabor
259,139000,0,"2,5-sobno",0,,,0,0,,,,,Podravska, Maribor, Radvanje
260,259000,127,3-sobno,1910,V večstanovanjski stavbi,2.,2,2012,,Popolnoma opremljeno,,,Podravska, Maribor, Center
261,297000,61,3-sobno,1900,V večstanovanjski stavbi,4.,0,1994,,,,,Obalno-kraška, Piran, Piran
262,163000,0,"2,5-sobno",1910,,,0,0,,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Studenci
263,120000,60,2-sobno,1948,V večstanovanjski stavbi,,2,0,Balkon,,1,C (35 - 60 kWh/m2a),Podravska, Maribor, Tezno
264,140000,46,2-sobno,1960,,,0,0,,,,G (210+ kWh/m2a),Goriška, Nova Gorica, Nova Gorica
265,115000,72,2-sobno,1900,V večstanovanjski stavbi,2.,2,2015,,Neopremljeno,,,Podravska, Maribor, Center
266,154900,75,3-sobno,1980,V večstanovanjski stavbi,6.,8,0,,Popolnoma opremljeno,,B1 (15 - 25 kWh/m2a),Podravska, Maribor, Betnava
268,280404,39,Garsonjera,2023,V večstanovanjski stavbi,1.,3,0,"Balkon, Terasa, Loža",Neopremljeno,,EI v izdelavi,Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik
269,328116,52,3-sobno,2023,V večstanovanjski stavbi,1.,3,0,"Balkon, Terasa, Loža",Neopremljeno,,EI v izdelavi,Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik
271,119000,51,Drugo,1905,V večstanovanjski stavbi,2.,2,2015,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,EI ni potrebna (334. člen EZ-1),Podravska, Maribor, Center
272,273000,80,3-sobno,2012,,,3,0,Balkon,Delno opremljeno,2,C (35 - 60 kWh/m2a),Osrednjeslovenska, Škofljica, Lavrica
273,95400,0,2-sobno,1959,,,0,0,,,,EI ni potrebna (334. člen EZ-1),Savinjska, Šmartno ob Paki, Šmartno ob Paki
274,398000,0,4-sobno,2010,,,0,0,,,,,Obalno-kraška, Koper, Koper
275,53000,41,1-sobno,1900,,1.,0,2018,,,,,Podravska, Maribor, Studenci
276,168000,73,3-sobno,1979,V večstanovanjski stavbi,1.,5,0,Zaprt balkon,Popolnoma opremljeno,3,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Nova Vas
277,138000,60,2-sobno,1965,V večstanovanjski stavbi,Pritličje,0,2016,Terasa,Delno opremljeno,,,Primorsko-notranjska, Postojna, Postojna
278,165000,62,2-sobno,2012,V večstanovanjski stavbi,2.,2,2022,Balkon,Popolnoma opremljeno,1,,Podravska, Maribor, Košaki
279,170000,131,5-sobno,1900,V večstanovanjski stavbi,1.,1,2000,Atrij,Neopremljeno,brez pripadajočega parkirišča,EI ni potrebna (334. člen EZ-1),Podravska, Maribor, Center
280,229000,36,1-sobno,1920,V večstanovanjski stavbi,2.,4,2010,,,,,Obalno-kraška, Piran, Piran
281,199000,52,2-sobno,2022,V večstanovanjski stavbi,3.,5,0,Balkon,Popolnoma opremljeno,1,A2 (10 - 15 kWh/m2a),Podravska, Maribor, Nova Vas
282,249000,79,3-sobno,1952,V večstanovanjski stavbi,2.,3,2010,,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Šiška, Šiška
283,260000,81,3-sobno,1981,V večstanovanjski stavbi,14.,0,0,,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
284,214990,71,3-sobno,0,V večstanovanjski stavbi,,3,0,Terasa,,2,,Zasavska, Zagorje ob Savi, Brezje
285,138000,83,3-sobno,1959,V večstanovanjski stavbi,,3,2017,,Delno opremljeno,,,Savinjska, Celje, Celje
286,315000,87,,2012,V večstanovanjski stavbi,Pritličje,4,0,,Popolnoma opremljeno,,,Osrednjeslovenska, Škofljica, Škofljica
287,157000,32,,1963,V večstanovanjski stavbi,,4,2019,,,,,Osrednjeslovenska, Ljubljana Moste Polje, Moste
288,85000,102,2-sobno,1930,V večstanovanjski stavbi,Pritličje,1,2008,,,,,Zasavska, Trbovlje, Trbovlje
289,315000,87,,2012,V večstanovanjski stavbi,Pritličje,4,0,,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most
290,205000,86,3-sobno,1990,V večstanovanjski stavbi,2.,2,2020,Balkon,Popolnoma opremljeno,,,Goriška, Ajdovščina, Ajdovščina
291,94900,55,3-sobno,1968,V večstanovanjski stavbi,1.,4,0,Balkon,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Pomurska, Radenci, Radenci
293,162185,85,2-sobno,2023,,,0,0,,,,,Podravska, Ptuj, Ptuj
294,213664,105,3-sobno,2023,,,0,0,,,,,Podravska, Ptuj, Ptuj
295,191923,119,2-sobno,2023,,,0,0,,,,,Podravska, Ptuj, Ptuj
296,176179,90,2-sobno,2023,,,0,0,,,,,Podravska, Ptuj, Ptuj
297,89970,44,"1,5-sobno",1954,V večstanovanjski stavbi,Visoko pritličje,3,2018,Balkon,Popolnoma opremljeno,2,EI v izdelavi,Savinjska, Celje, Center
298,165000,75,"3,5-sobno",1958,V večstanovanjski stavbi,Visoko pritličje,3,2012,Balkon,,,,Podravska, Maribor, Center
299,153000,61,2-sobno,2005,V večstanovanjski stavbi,2.,3,2022,Balkon,Neopremljeno,1,D (60 - 105 kWh/m2a),Podravska, Maribor, Studenci
300,92000,35,1-sobno,2006,V večstanovanjski stavbi,Pritličje,3,0,Atrij,Popolnoma opremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Pobrežje
301,184700,76,3-sobno,1977,V večstanovanjski stavbi,6.,9,0,Zaprt balkon,,2,D (60 - 105 kWh/m2a),Podravska, Maribor, Koroška vrata
302,118000,0,3-sobno,2000,,1.,0,0,,,,,Podravska, Maribor, Tabor
303,145000,0,5-sobno,1993,,,0,0,,,,,Podravska, Rače, Fram
304,160000,76,"3,5-sobno",1964,V večstanovanjski stavbi,2.,4,2021,,Popolnoma opremljeno,,,Podravska, Maribor, Tabor
305,157000,43,3-sobno,1850,V večstanovanjski stavbi,Pritličje,0,2015,,Delno opremljeno,,,Obalno-kraška, Koper, Koper
306,114900,54,2-sobno,1956,V večstanovanjski stavbi,,4,2016,,Neopremljeno,brez pripadajočega parkirišča,,Podravska, Maribor, Koroška vrata
307,110000,71,3-sobno,1985,V večstanovanjski stavbi,3.,3,2013,,Popolnoma opremljeno,,,Zasavska, Trbovlje, Trbovlje
308,110000,26,Garsonjera,1969,V večstanovanjski stavbi,3.,5,0,Balkon,,,C (35 - 60 kWh/m2a),Gorenjska, Kranj, Kranj
309,135000,32,1-sobno,1976,V večstanovanjski stavbi,Visoko pritličje,4,2018,Zaprt balkon,,,,Osrednjeslovenska, Ljubljana Moste Polje, Polje
310,46990,24,Garsonjera,1925,V večstanovanjski stavbi,Pritličje,3,2005,,,,D (60 - 105 kWh/m2a),Savinjska, Celje, Gaberje
311,167500,38,1-sobno,1964,,3.,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
312,229000,61,2-sobno,1963,,12.,14,0,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje
313,82000,98,5-sobno,1973,V večstanovanjski stavbi,Pritličje,3,2010,,Delno opremljeno,brez pripadajočega parkirišča,D (60 - 105 kWh/m2a),Posavska, Sevnica, Boštanj
314,139500,0,2-sobno,1984,,,0,0,,,,,Savinjska, Celje, Celje
315,132000,52,"2,5-sobno",1978,,3.,4,0,Balkon,Popolnoma opremljeno,,,Savinjska, Celje, Nova vas
317,145000,70,3-sobno,1921,,,0,2017,,,,,Savinjska, Celje, Savinja
318,135000,60,3-sobno,1920,V večstanovanjski stavbi,Pritličje,1,2018,,Delno opremljeno,,E (105 - 150 kWh/m2a),Savinjska, Laško, Laško
319,175000,55,1-sobno,2016,V hiši,1.,1,0,"Balkon, Terasa",Popolnoma opremljeno,2,,Obalno-kraška, Koper, Dekani
320,155000,90,,1862,V večstanovanjski stavbi,2.,3,2012,,,,,Savinjska, Celje, Celje
321,278600,68,3-sobno,1978,V večstanovanjski stavbi,12.,14,0,,Popolnoma opremljeno,,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
322,98000,81,3-sobno,1980,V večstanovanjski stavbi,,0,0,,,brez pripadajočega parkirišča,C (35 - 60 kWh/m2a),Pomurska, Lendava, Lendava
323,170000,56,2-sobno,1920,V večstanovanjski stavbi,Pritličje,2,2018,"Terasa, Atrij",Delno opremljeno,,B2 (25 - 35 kWh/m2a),Podravska, Maribor, Tabor
324,188000,46,2-sobno,1800,V večstanovanjski stavbi,1.,3,2000,Terasa,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Obalno-kraška, Izola, Izola
325,290000,135,"3,5-sobno",1999,V večstanovanjski stavbi,Mansarda,5,2018,Terasa,Popolnoma opremljeno,,EI v izdelavi,Podravska, Maribor, Magdalena
326,109000,35,"1,5-sobno",0,V večstanovanjski stavbi,Pritličje,3,2008,,Delno opremljeno,,,Obalno-kraška, Divača, Divača
327,129800,58,"2,5-sobno",1978,V večstanovanjski stavbi,,0,2022,Balkon,,,,Podravska, Maribor, Nova Vas
328,115000,40,"1,5-sobno",2006,V večstanovanjski stavbi,1.,5,2018,Balkon,Popolnoma opremljeno,,B2 (25 - 35 kWh/m2a),Zasavska, Zagorje ob Savi, Kisovec
329,184000,53,"2,5-sobno",1979,,7.,0,2022,,,,,Savinjska, Celje, Nova vas
330,89000,34,1-sobno,1966,V večstanovanjski stavbi,5.,5,2017,,Popolnoma opremljeno,,D (60 - 105 kWh/m2a),Podravska, Maribor, Tabor
331,115000,124,"4,5-sobno",1946,,1.,0,2000,,,,,Savinjska, Vojnik, Arclin
332,159900,76,2-sobno,1935,V večstanovanjski stavbi,2.,3,2017,Balkon,,,D (60 - 105 kWh/m2a),Podravska, Maribor, Koroška vrata
333,84284,56,2-sobno,2022,V večstanovanjski stavbi,1.,0,0,Balkon,Neopremljeno,,,Pomurska, Turnišče, Turnišče
336,220000,55,2-sobno,1963,V večstanovanjski stavbi,Visoko pritličje,3,2019,,Delno opremljeno,,A1 (0 - 10 kWh/m2a),Osrednjeslovenska, Ljubljana Moste Polje, Kodeljevo
337,99000,74,3-sobno,1977,V večstanovanjski stavbi,1.,0,0,"Balkon, Terasa",,,EI v izdelavi,Podravska, Maribor, Pobrežje
338,74900,41,1-sobno,1959,V večstanovanjski stavbi,3.,3,2020,,,,EI v izdelavi,Podravska, Maribor, Pobrežje
339,139900,69,3-sobno,1973,V večstanovanjski stavbi,10.,12,2013,Balkon,,,EI v izdelavi,Podravska, Maribor, Pobrežje
340,92500,67,"2,5-sobno",1972,,2.,3,2008,Balkon,Popolnoma opremljeno,,,Pomurska, Gornja Radgona, Gornja Radgona
341,160000,72,"3,5-sobno",1991,V večstanovanjski stavbi,1.,4,2021,,,,,Podravska, Maribor, Borštnikova ul.
344,149000,80,3-sobno,1980,,1.,5,2012,,Delno opremljeno,,,Podravska, Maribor, Nova Vas
345,219000,106,"4,5-sobno",2003,V večstanovanjski stavbi,Pritličje,6,2022,,Popolnoma opremljeno,1,EI v izdelavi,Podravska, Maribor, Center
346,157000,78,"2,5-sobno",1911,V večstanovanjski stavbi,Mansarda,2,2005,,Neopremljeno,1,EI v izdelavi,Podravska, Maribor, Magdalena
347,89900,44,1-sobno,1984,,,0,0,Balkon,,,EI v izdelavi,Podravska, Maribor, Nova Vas
348,159000,73,1-sobno,1906,V večstanovanjski stavbi,1.,3,2020,,,brez pripadajočega parkirišča,,Podravska, Maribor, Center
350,110000,50,2-sobno,1920,V večstanovanjski stavbi,Pritličje,3,2016,,Popolnoma opremljeno,1,EI ni potrebna (334. člen EZ-1),Osrednjeslovenska, Kamnik, Mekinje
352,125000,60,2-sobno,1980,V večstanovanjski stavbi,2.,6,0,,,,,Savinjska, Velenje, Velenje
353,169000,78,"3,5-sobno",1958,V večstanovanjski stavbi,2.,2,2004,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,EI v izdelavi,Goriška, Nova Gorica, Nova Gorica
354,352990,57,2-sobno,2012,V večstanovanjski stavbi,11.,20,2018,Terasa,Popolnoma opremljeno,1,B1 (15 - 25 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Center
355,222000,83,3-sobno,2003,V večstanovanjski stavbi,Pritličje,2,0,,Popolnoma opremljeno,,,Podravska, Maribor, Radvanje
356,169000,36,1-sobno,1965,V večstanovanjski stavbi,Visoko pritličje,4,2008,Zaprt balkon,Delno opremljeno,,B2 (25 - 35 kWh/m2a),Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik
357,198000,50,3-sobno,1895,V večstanovanjski stavbi,Klet,3,2021,,Popolnoma opremljeno,1,,Osrednjeslovenska, Ljubljana Center, Center
358,75990,36,1-sobno,1969,V večstanovanjski stavbi,2.,5,2014,,,,EI v izdelavi,Podravska, Maribor, Tabor
359,195000,100,"3,5-sobno",1979,V večstanovanjski stavbi,8.,8,0,Balkon,,,EI v izdelavi,Podravska, Maribor, Tabor
361,92000,85,3-sobno,1980,V večstanovanjski stavbi,4.,4,2011,Zaprt balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,EI v izdelavi,Jugovzhodna Slovenija, Kočevje, Kočevje
362,230000,45,,1900,V večstanovanjski stavbi,3.,0,2021,,Popolnoma opremljeno,,,Obalno-kraška, Koper, Koper
363,289000,80,,1974,,,0,0,,,,,Obalno-kraška, Koper, Koper
364,187000,81,3-sobno,2007,V večstanovanjski stavbi,4.,5,0,,Popolnoma opremljeno,,,Podravska, Maribor, Koroška vrata
365,94900,72,3-sobno,1979,,4.,4,0,Balkon,Neopremljeno,,C (35 - 60 kWh/m2a),Podravska, Ruše, Ruše
366,125000,46,"1,5-sobno",1930,V večstanovanjski stavbi,Pritličje,2,2000,,Popolnoma opremljeno,,EI v izdelavi,Podravska, Maribor, Tabor
367,177800,64,3-sobno,2012,,Pritličje,4,0,"Terasa, Atrij",Popolnoma opremljeno,,B2 (25 - 35 kWh/m2a),Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
368,190000,53,2-sobno,2009,V večstanovanjski stavbi,Pritličje,3,0,Loža,Delno opremljeno,,,Gorenjska, Kranj, Kranj
369,145000,54,3-sobno,1966,,Pritličje,0,2014,,,,,Osrednjeslovenska, Borovnica, Borovnica
370,125000,66,"2,5-sobno",1981,V večstanovanjski stavbi,4.,4,2018,Zaprt balkon,Neopremljeno,,B2 (25 - 35 kWh/m2a),Savinjska, Šentjur, Šentjur
371,170000,65,"2,5-sobno",1960,V večstanovanjski stavbi,2.,2,2010,Balkon,,,,Osrednjeslovenska, Domžale, Domžale
373,285000,86,3-sobno,2008,V hiši,Pritličje,1,0,"Terasa, Atrij",Delno opremljeno,2,,Osrednjeslovenska, Komenda, Klanec
374,170000,83,3-sobno,1940,V hiši,Pritličje,2,2012,Terasa,,3,,Jugovzhodna Slovenija, Novo mesto, Novo mesto
375,280000,42,"1,5-sobno",1922,V večstanovanjski stavbi,Visoko pritličje,5,2020,,Popolnoma opremljeno,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Center
376,145000,0,1-sobno,1904,,,0,0,,,,D (60 - 105 kWh/m2a),Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
377,347500,0,2-sobno,2022,,,0,0,,,,,Obalno-kraška, Koper, Koper
378,330000,80,3-sobno,1938,V večstanovanjski stavbi,3.,4,2005,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,EI ni potrebna (334. člen EZ-1),Osrednjeslovenska, Ljubljana Center, Center
379,268000,104,"4,5-sobno",1974,V večstanovanjski stavbi,6.,9,0,Balkon,Delno opremljeno,,D (60 - 105 kWh/m2a),Podravska, Maribor, Center
380,165000,34,Garsonjera,1975,V večstanovanjski stavbi,4.,5,0,Loža,,,,Gorenjska, Kranjska Gora, Kranjska Gora
381,120000,54,2-sobno,1977,V večstanovanjski stavbi,,4,2013,"Balkon, Zaprt balkon",Delno opremljeno,brez pripadajočega parkirišča,EI v izdelavi,Podravska, Maribor, Pobrežje
382,37000,138,,1904,V večstanovanjski stavbi,1.,0,0,,,brez pripadajočega parkirišča,,Podravska, Maribor okolica, Rošpoh - Del
383,258000,72,"3,5-sobno",1948,,,0,2012,,,,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Šiška, Šiška
384,169000,38,"1,5-sobno",1969,,11.,12,2012,,,,,Osrednjeslovenska, Ljubljana Moste Polje, Moste
385,149900,87,3-sobno,2007,,3.,0,2020,Balkon,Popolnoma opremljeno,1,,Podravska, Maribor, Center
386,119000,28,Garsonjera,1996,V večstanovanjski stavbi,2.,4,0,,Popolnoma opremljeno,1,,Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik
387,347500,92,"2,5-sobno",2022,V večstanovanjski stavbi,5.,6,0,Balkon,Neopremljeno,brez pripadajočega parkirišča,EI ni potrebna (334. člen EZ-1),Obalno-kraška, Koper, Koper
388,215000,0,4-sobno,1979,,,0,0,,,,B2 (25 - 35 kWh/m2a),Osrednjeslovenska, Kamnik, Kamnik
389,130000,0,2-sobno,1936,,,0,0,,,,,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
390,120000,58,1-sobno,2009,,2.,0,0,,Popolnoma opremljeno,,,Koroška, Prevalje, Prevalje
391,240000,98,"4,5-sobno",1996,V večstanovanjski stavbi,1.,2,2018,Balkon,Popolnoma opremljeno,2,,Podravska, Maribor, Betnava
392,306000,168,"4,5-sobno",1910,V večstanovanjski stavbi,2.,0,2013,,,,,Podravska, Maribor, Center
393,240000,61,2-sobno,2002,V večstanovanjski stavbi,1.,2,0,,Popolnoma opremljeno,,,Obalno-kraška, Izola, Izola
394,179000,48,2-sobno,2013,V večstanovanjski stavbi,,2,0,"Balkon, Zaprt balkon",,brez pripadajočega parkirišča,A2 (10 - 15 kWh/m2a),Osrednjeslovenska, Kamnik, Mekinje
395,238000,91,3-sobno,2022,V večstanovanjski stavbi,4.,5,0,,Neopremljeno,,,Podravska, Maribor, Studenci
396,82000,35,1-sobno,1976,V večstanovanjski stavbi,2.,5,2012,,Delno opremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Betnava
397,129000,72,3-sobno,1964,,4.,0,2021,,,,,Savinjska, Celje, Celje
398,120000,69,"2,5-sobno",1967,V večstanovanjski stavbi,5.,6,0,Balkon,Popolnoma opremljeno,brez pripadajočega parkirišča,C (35 - 60 kWh/m2a),Posavska, Krško, Videm
399,160000,78,3-sobno,2020,,1.,4,0,Balkon,,2,,Koroška, Radlje ob Dravi, Radlje ob Dravi
400,94000,64,3-sobno,1948,V večstanovanjski stavbi,1.,3,2018,Balkon,Delno opremljeno,1,A2 (10 - 15 kWh/m2a),Zasavska, Hrastnik, Hrastnik
403,120000,50,2-sobno,1948,,1.,2,2018,Balkon,Popolnoma opremljeno,,C (35 - 60 kWh/m2a),Podravska, Maribor, Tezno
405,99000,0,1-sobno,1975,,,0,0,,,,C (35 - 60 kWh/m2a),Savinjska, Celje, Celje
406,267000,0,3-sobno,2022,,,0,0,,,1,,Osrednjeslovenska, Ljubljana Vič Rudnik, Dolgi most
407,344097,0,4-sobno,2023,,,0,0,,,2,EI ni potrebna (334. člen EZ-1),Gorenjska, Kranj, Kranj
408,337655,0,3-sobno,2023,,,0,0,,,2,,Gorenjska, Kranj, Kranj
409,235000,0,2-sobno,1976,,,0,0,,,1,C (35 - 60 kWh/m2a),Osrednjeslovenska, Ljubljana Bežigrad, Ježica
