,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa,type,Število sob,Število nadstropij,Vrsta hiše (gradnja),Vrsta hiše,Površina parcele
1096,Po dogovoru,,,,"149,00 m²",,2022.0,Prodam,"Obalno-kraška, Koper, Srgaši",,,,,"Balkon, Terasa",Vrt/dvorišče,Skupna cena,11.09.2022. ob 14:51,Št. dni: 27 in 1 h,184 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-srgasi-149.00-m2-oglas-9945256,9945256,Nedokončana gradnja,,,"149,00 m²",,,house,,Enonadstropna,"Zidana hiša (beton, opeka)",Dvojček,"421,00 m²"
1097,475.000 €,,,,"220,70 m²",,2018.0,Prodam,"Gorenjska, Tržič, Bistrica pri Tržiču",,,,,Balkon,Vrt/dvorišče,Skupna cena,11.09.2022. ob 13:55,do prodaje,84 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-bistrica-pri-trzicu-220.70-m2-oglas-9944966,9944966,Delno opremljeno,4,,"251,30 m²",,HIŠATK1,house,,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"406,00 m²"
1098,146.000 €,,,,"120,80 m²",,1913.0,Prodam,"Gorenjska, Kranj, Kranj",,,,2016.0,,,Skupna cena,11.09.2022. ob 13:17,do prodaje,446 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-kranj-120.80-m2-oglas-9944782,9944782,,1,Možna menjava za drugo nepremičnino,"142,80 m²",,HIŠATK2,house,,Dvonadstropna,,Samostojna,"228,00 m²"
1099,90.000 €,,,,"120,00 m²",,,Prodam,"Podravska, Ormož, Svetinje",,,,2019.0,,,Skupna cena,11.09.2022. ob 12:04,Št. dni: 26 in 2 h,1300 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-svetinje-120.00-m2-oglas-9533407,9533407,,,,,,,house,,Pritlična,"Zidana hiša (beton, opeka)",Dvostanovanjska,
1100,240.000 €,,,,"180,00 m²",,1984.0,Prodam,"Posavska, Brežice, Dobova",,,,,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,11.09.2022. ob 12:04,Št. dni: 26 in 2 h,60 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-dobova-180.00-m2-oglas-9944398,9944398,Delno opremljeno,7+,Menjava za drugo nepremičnino ni možna,"250,00 m²",EI v izdelavi,,house,7,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"900,00 m²"
1101,473.500 €,,,,"320,00 m²",,2004.0,Prodam,"Osrednjeslovenska, Škofljica, Škofljica",,,,,"Terasa, Loža","Vrt/dvorišče, Lopa za shranjevanje, Žar",Skupna cena,11.09.2022. ob 10:06,Št. dni: 26,10067 -krat,https://www.bolha.com/nepremicnine/hisa-osrednjeslovenska-skofljica-vrh-nad-zelimljami-samostojna-oglas-1428023,1428023,Neopremljeno,,,"320,00 m²",,,house,6,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"1.300,00 m²"
1102,18.000 €,,,,"25,00 m²",,1980.0,Prodam,"Posavska, Krško, Mali Kamen",,,,,Balkon,Vrt/dvorišče,Skupna cena,11.09.2022. ob 00:07,Št. dni: 25 in 14 h,8195 -krat,https://www.bolha.com/nepremicnine/zidanica-z-parcelo-vikend-spodnjeposavska-koprivnica-mrcna-sela-oglas-1426992,1426992,,,,,,,house,2,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,"2.122,00 m²"
1103,Po dogovoru,,,,"160,00 m²",,2021.0,Prodam,"Gorenjska, Kranj, Kranj",,,,,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,10.09.2022. ob 15:44,Št. dni: 25 in 6 h,1301 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-kranj-160.00-m2-oglas-9638928,9638928,Popolnoma opremljeno,,,,A1 (0 - 10 kWh/m²a),,house,,,,Samostojna,"700,00 m²"
1104,690.000 €,,,,"360,00 m²",,1973.0,Prodam,"Goriška, Nova Gorica, Ozeljan",,,,,,,Skupna cena,10.09.2022. ob 15:12,do prodaje,179 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-kmetija-severna-primorska-gorica-ozeljan-oglas-9940881,9940881,Popolnoma opremljeno,brez pripadajočega parkirišča,,"360,00 m²",,PH22901266859312MŠ,house,5,,"Zidana hiša (beton, opeka)",Kmetija,"10.690,00 m²"
1105,325.000 €,,,,"230,00 m²",,1972.0,Prodam,"Gorenjska, Cerklje na Gorenjskem, Cerklje na Gorenjskem",,,,,,,Skupna cena,10.09.2022. ob 15:12,do prodaje,121 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-gorenjska-cerklje-gorenjskem-cerklje-g-oglas-9940880,9940880,,,,"230,00 m²",,PH00822KM,house,5,,"Zidana hiša (beton, opeka)",Samostojna,"950,00 m²"
1106,Po dogovoru,,,,"160,00 m²",,,Prodam,"Primorsko-notranjska, Ilirska Bistrica, Podgrad",,,,1973.0,,,Skupna cena,10.09.2022. ob 15:11,Št. dni: 25 in 5 h,6502 -krat,https://www.bolha.com/nepremicnine/hisa-notranjsko-kraska-samostojna-160-m2-prodam-ugodno-pripa-oglas-1429160,1429160,,,,,,,house,1,Pritlična,,Samostojna,"209,00 m²"
1107,39.000 €,,,,"67,00 m²",,,Prodam,"Pomurska, Lendava, Lendava",,,,2021.0,Terasa,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,10.09.2022. ob 15:06,Št. dni: 10 in 1 h,5152 -krat,https://www.bolha.com/nepremicnine/lendava-okolica-cca-30-min-oglas-9685178,9685178,Neopremljeno,,,,EI v izdelavi,,house,2,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,"2.800,00 m²"
1108,Po dogovoru,,,,,,2001.0,Prodam,"Jugovzhodna Slovenija, Škocjan, Škocjan",,,,,Balkon,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,10.09.2022. ob 13:29,Št. dni: 25 in 4 h,451 -krat,https://www.bolha.com/nepremicnine/kupim-vikend-pocitnisko-hisico-morju-hrvaska-oglas-8880902,8880902,Popolnoma opremljeno,4,Možna menjava za drugo nepremičnino,,,,house,,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,
1109,269.000 €,,,,"165,56 m²",,2003.0,Prodam,"Goriška, Bovec, Bovec",,,,,"Balkon, Atrij",Vrt/dvorišče,Skupna cena,10.09.2022. ob 12:42,do prodaje,167 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-bovec-165.00-m2-oglas-9940313,9940313,,,,"139,02 m²",,303,house,6,Večnadstropna,"Zidana hiša (beton, opeka)",Dvojček,"178,00 m²"
1110,164.000 €,,,,"82,40 m²",,1995.0,Prodam,"Podravska, Maribor okolica, Jelovec",,,,2015.0,"Balkon, Loža","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",Skupna cena,10.09.2022. ob 07:42,Št. dni: 24 in 22 h,734 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-srednje-82.00-m2-oglas-9939178,9939178,Popolnoma opremljeno,3,,"82,40 m²",,,house,4,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"778,00 m²"
1111,195.000 €,,,,"160,00 m²",,,Prodam,"Podravska, Hoče, Hoče",,,,2020.0,"Balkon, Terasa",,Skupna cena,09.09.2022. ob 21:13,Št. dni: 24 in 11 h,523 -krat,https://www.bolha.com/nepremicnine/hisa-dvostanovanjska-maribor-hoce-160.00-m2-obnovljeno-l-2020-oglas-9938003,9938003,,,,"160,00 m²",,,house,9,Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,"375,00 m²"
1112,150.000 €,,,,"147,80 m²",,1970.0,Prodam,"Pomurska, Gornja Radgona, Orehovski Vrh",,,,1999.0,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,09.09.2022. ob 21:09,Št. dni: 24 in 11 h,4076 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-orehovski-vrh-147.00-m2-oglas-7851453,7851453,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,"227,12 m²",C (35 - 60 kWh/m²a),,house,5,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"9.970,00 m²"
1113,99.900 €,,,,"170,00 m²",,1914.0,Prodam,"Pomurska, Turnišče, Gomilica",,,,2020.0,"Balkon, Terasa, Loža","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,09.09.2022. ob 19:52,Št. dni: 24 in 10 h,9812 -krat,https://www.bolha.com/nepremicnine/hisa-pomurska-moravske-toplice-turnisce-dvostanovanjska-170-m-oglas-1427266,1427266,Popolnoma opremljeno,,Možna menjava za drugo nepremičnino,,D (60 - 105 kWh/m²a),,house,9,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"780,00 m²"
1114,195.000 €,,,,"220,00 m²",,1900.0,Prodam,"Jugovzhodna Slovenija, Črnomelj, Črnomelj",,,,2011.0,Terasa,,Skupna cena,09.09.2022. ob 18:47,Št. dni: 24 in 9 h,5033 -krat,https://www.bolha.com/nepremicnine/hisa-jugovzhodna-slovenija-crnomelj-center-samostojna-220-m2-oglas-1430200,1430200,,,Možna menjava za drugo nepremičnino,,C (35 - 60 kWh/m²a),,house,5,Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,"1.000,00 m²"
1115,249.000 €,,,,"254,00 m²",,1980.0,Prodam,"Podravska, Kungota, Gradiška",,,,2013.0,"Balkon, Zaprt balkon, Terasa, Loža, Atrij","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,09.09.2022. ob 16:14,1 dan in 9 h,3939 -krat,https://www.bolha.com/nepremicnine/gradiska-542-kungota-oglas-8056319,8056319,Delno opremljeno,7+,,"395,00 m²",G (210+ kWh/m²a),,house,9,Dvonadstropna,"Zidana hiša (beton, opeka)",Stanovanjsko-poslovna,"19.000,00 m²"
1116,Po dogovoru,,,,"199,00 m²",,1975.0,Prodam,"Osrednjeslovenska, Trzin, Trzin",,,,2019.0,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",Skupna cena,09.09.2022. ob 15:29,Št. dni: 24 in 6 h,233 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-trzin-199.00-m2-oglas-9936837,9936837,Popolnoma opremljeno,3,,"199,00 m²",,,house,6,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"530,00 m²"
1117,370.000 €,,,,"282,00 m²",,1970.0,Prodam,"Podravska, Maribor, Studenci",,,,2005.0,,,Skupna cena,09.09.2022. ob 15:12,do prodaje,271 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-podravska-maribor-studenci-oglas-9936755,9936755,Delno opremljeno,brez pripadajočega parkirišča,,"282,00 m²",,PH4647678DL-2,house,5,,"Zidana hiša (beton, opeka)",Samostojna,"900,00 m²"
1118,449.000 €,,,,"136,70 m²",,2006.0,Prodam,"Gorenjska, Naklo, Podbrezje",,,,,"Balkon, Terasa",Vrt/dvorišče,Skupna cena,09.09.2022. ob 15:11,do prodaje,128 -krat,https://www.bolha.com/nepremicnine/naklo-podbrezje-hisa-samostojna-prodaja-oglas-9936731,9936731,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"240,70 m²",D (60 - 105 kWh/m²a),109208-74,house,5,,,Samostojna,"602,00 m²"
1119,170.000 €,,,,"129,00 m²",,1940.0,Prodam,"Podravska, Miklavž na Dravskem polju, Dobrovce",,,,2003.0,,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,09.09.2022. ob 12:38,do prodaje,10225 -krat,https://www.bolha.com/nepremicnine/veliko-stavbno-zemljisce-v-zelenju-dobrovc-z-dvema-manjsima-hisama-oglas-6896731,6896731,,,,,G (210+ kWh/m²a),,house,,,,Samostojna,"1.927,00 m²"
1120,420.000 €,,,,"143,70 m²",,2019.0,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Jezero",,,,,,,Skupna cena,09.09.2022. ob 12:05,do prodaje,148 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-jezero-143.00-m2-oglas-9936024,9936024,,,,,C (35 - 60 kWh/m²a),,house,4,Dvonadstropna,,Dvojček,"172,00 m²"
1121,Po dogovoru,,,,"130,00 m²",,1989.0,Prodam,"Jugovzhodna Slovenija, Kočevje, Cvišlerji",,,,2016.0,Balkon,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",Skupna cena,09.09.2022. ob 11:44,Št. dni: 24 in 2 h,1385 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-cvislerji-130.00-m2-oglas-9603221,9603221,Popolnoma opremljeno,,,"130,00 m²",EI v izdelavi,,house,6,Dvonadstropna,"Zidana hiša (beton, opeka)",Kmetija,"550,00 m²"
1122,Po dogovoru,,,,"180,00 m²",,,Prodam,"Podravska, Maribor, Limbuš",,,,,,,Skupna cena,09.09.2022. ob 11:35,Št. dni: 24 in 2 h,4906 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-limbus-oglas-8294338,8294338,,,,"175,00 m²",,,house,5,Pritlična,"Zidana hiša (beton, opeka)",Stanovanjsko-poslovna,"496,00 m²"
1123,135.000 €,,,,"78,50 m²",,1929.0,Prodam,"Podravska, Maribor, Tabor",,,,2015.0,,Vrt/dvorišče,Skupna cena,09.09.2022. ob 11:17,Št. dni: 24 in 1 h,9753 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-tabor-78.00-m2-oglas-8690999,8690999,Popolnoma opremljeno,2,Menjava za drugo nepremičnino ni možna,,,,house,3,Enonadstropna,"Zidana hiša (beton, opeka)",Dvostanovanjska,"182,00 m²"
1124,225.000 €,,,,,,1959.0,Prodam,"Podravska, Maribor, Tezno",,,,2019.0,Balkon,Vrt/dvorišče,Skupna cena,09.09.2022. ob 10:16,Št. dni: 24,430 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-tezno-oglas-9935521,9935521,Popolnoma opremljeno,,Možna menjava za drugo nepremičnino,"151,00 m²",,,house,4,,,Samostojna,"519,00 m²"
1125,139.900 €,,,,"120,00 m²",,1991.0,Prodam,"Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah",,,,2021.0,Balkon,"Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,09.09.2022. ob 09:32,do prodaje,487 -krat,https://www.bolha.com/nepremicnine/vzdrzevana-druzinska-hisa-v-blizini-avstrijske-meje-sentilj-oglas-9935317,9935317,,,Možna menjava za drugo nepremičnino,"160,00 m²",F (150 - 210 kWh/m²a),5494,house,5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"7.930,00 m²"
1126,75.000 €,,,,"53,00 m²",,,Prodam,"Podravska, Maribor, Center",,,,,,,Skupna cena,09.09.2022. ob 09:27,Št. dni: 24,1017 -krat,https://www.bolha.com/nepremicnine/hisa-v-centru-mesta-oglas-9935296,9935296,,,,,,,house,3,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,
1127,105.000 €,,,,"177,00 m²",,1968.0,Prodam,"Savinjska, Šmarje pri Jelšah, Šentvid pri Grobelnem",,,,2008.0,,,Skupna cena,09.09.2022. ob 08:56,do prodaje,293 -krat,https://www.bolha.com/nepremicnine/hisa-samostojna-sentvid-pri-grobelnem-177-m2-oglas-9935146,9935146,,,,,,,house,,,,Samostojna,"1.861,00 m²"
1128,119.000 €,,,,"158,40 m²",,1990.0,Prodam,"Podravska, Ormož, Loperšice",,,,2020.0,"Balkon, Terasa",,Skupna cena,09.09.2022. ob 08:15,do prodaje,721 -krat,https://www.bolha.com/nepremicnine/hisa-z-razgledom-podravska-ormoz-oglas-9935034,9935034,Delno opremljeno,,,"198,00 m²",B2 (25 - 35 kWh/m²a),03272-902,house,,,,Samostojna,"2.843,00 m²"
1129,620.000 €,,,,"550,00 m²",,2001.0,Prodam,"Podravska, Slovenska Bistrica, Zgornja Polskava",,,,,"Balkon, Terasa",,Skupna cena,09.09.2022. ob 07:25,1 dan in 5 h,11987 -krat,https://www.bolha.com/nepremicnine/hisa-podravska-slovenska-bistrica-samostojna-550-m2-prodam-oglas-1437359,1437359,,,,,,,house,1,Visokopritlična,,Samostojna,"2.000,00 m²"
1130,1.250.000 €,,,,,,2002.0,Prodam,"Savinjska, Celje, Škofja vas",,,,,,Vrt/dvorišče,Skupna cena,09.09.2022. ob 00:20,do prodaje,433 -krat,https://www.bolha.com/nepremicnine/vila-obrobju-celja-v-skofji-vasi-oglas-9933092,9933092,,,,,,490281026-192,house,10+,,,,
1131,460.000.000 €,,,,"270,00 m²",,1907.0,Prodam,"Osrednjeslovenska, Logatec, Logatec",,,,2008.0,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,08.09.2022. ob 20:59,Št. dni: 23 in 11 h,706 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-logatec-150.00-m2-oglas-9549196,9549196,Delno opremljeno,4,,"300,00 m²",,,house,,Večnadstropna,"Zidana hiša (beton, opeka)",Samostojna,"538,00 m²"
1132,140.000 €,,,,,,,Prodam,"Savinjska, Zreče, Skomarje",,,,,,,Skupna cena,08.09.2022. ob 19:57,1 dan in 3 h,1101 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-skomarje-zrece-oglas-9799692,9799692,,,,,,,house,,,,,
1133,110.000 €,,,,"110,00 m²",,1988.0,Prodam,"Podravska, Šentilj v Slovenskih goricah, Zgornja Velka",,,,,Terasa,"Vrt/dvorišče, Vrtna uta",Skupna cena,08.09.2022. ob 17:59,Št. dni: 23 in 8 h,2649 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-zgornja-velka-110.00-m2-oglas-9300897,9300897,Popolnoma opremljeno,,,"230,00 m²",EI v izdelavi,,house,,Enonadstropna,,Samostojna,"1.700,00 m²"
1134,100.000 €,,,,"120,00 m²",,1980.0,Prodam,"Podravska, Ptuj, Spuhlja",,,,2015.0,,,Skupna cena,08.09.2022. ob 17:38,Št. dni: 23 in 8 h,3627 -krat,https://www.bolha.com/nepremicnine/hisa-z-gospodarskim-poslopjem-podravska-ptuj-177m2-oglas-9931757,9931757,Delno opremljeno,,,"180,00 m²",,,house,3,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"1.500,00 m²"
1135,1.100.000 €,,,,"292,00 m²",,2003.0,Prodam,"Gorenjska, Radovljica, Radovljica",,,,2022.0,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta",Skupna cena,08.09.2022. ob 17:03,Št. dni: 23 in 7 h,8725 -krat,https://www.bolha.com/nepremicnine/poslovno-stanovanjska-hisa-radovljica-oglas-1430110,1430110,Popolnoma opremljeno,7+,Menjava za drugo nepremičnino ni možna,,D (60 - 105 kWh/m²a),,house,6,Enonadstropna,,Stanovanjsko-poslovna,"4.055,00 m²"
1136,15.000 €,,,,"94,00 m²",,1990.0,Prodam,"Podravska, Cirkulane, Cirkulane",,,,2005.0,,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,08.09.2022. ob 15:28,Št. dni: 23 in 6 h,9837 -krat,https://www.bolha.com/nepremicnine/hisa-podravska-cirkulane-brezovec-samostojna-94.00-m2-prodam-oglas-1426924,1426924,Potrebno obnove,,Možna menjava za drugo nepremičnino,,,,house,1,Pritlična,Kamnita hiša,Samostojna,"558,00 m²"
1137,459.000 €,,,,"277,00 m²",,1820.0,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",,,,2016.0,,,Skupna cena,08.09.2022. ob 15:12,do prodaje,151 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-osrednjeslovenska-kamnik-kamnik-oglas-9930983,9930983,Popolnoma opremljeno,,,"277,00 m²",,PH22901266859308IB,house,5,,"Zidana hiša (beton, opeka)",,"238,00 m²"
1138,"499.940,87 €",,,,"172,00 m²",,2021.0,Prodam,"Podravska, Maribor, Radvanje",,,,,"Balkon, Terasa","Vrt/dvorišče, Zimski vrt, Vrtna uta, Žar, Bazen",Skupna cena,08.09.2022. ob 14:53,do prodaje,14293 -krat,https://www.bolha.com/nepremicnine/nadstandardna-nizkoenergijska-pametna-hisa-enonadstropna-172.00-m2-oglas-3802772,3802772,Neopremljeno,2,,"301,00 m²",B1 (15 - 25 kWh/m²a),,house,6,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"385,00 m²"
1139,328.500 €,,,,"140,00 m²",,2021.0,Prodam,"Podravska, Maribor, Radvanje",,,,,"Balkon, Terasa","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Žar, Bazen",Skupna cena,08.09.2022. ob 14:52,do prodaje,17535 -krat,https://www.bolha.com/nepremicnine/nadstandardna-hisa-zg-radvanje-enonadstropna-140.00-m2-oglas-3802734,3802734,Neopremljeno,3,,"170,00 m²",B1 (15 - 25 kWh/m²a),,house,6,Enonadstropna,"Zidana hiša (beton, opeka)",Vrstna,"137,00 m²"
1140,340.000 €,,,,"190,00 m²",,2022.0,Prodam,"Osrednjeslovenska, Medvode, Rakovnik",,,,,,Vrt/dvorišče,Skupna cena,08.09.2022. ob 13:33,Št. dni: 23 in 4 h,682 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-rakovnik-190.00-m2-oglas-9515072,9515072,Nedokončana gradnja,2,,,,,house,5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"460,00 m²"
1141,Po dogovoru,,,,,,1978.0,Prodam,"Pomurska, Kuzma, Kuzma",,,,2018.0,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Žar",Skupna cena,08.09.2022. ob 12:14,Št. dni: 23 in 2 h,980 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-kuzma-oglas-9372506,9372506,Popolnoma opremljeno,,,,,,house,5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"2.500,00 m²"
1142,630.000 €,,,,"146,00 m²",,1605.0,Prodam,"Gorenjska, Bled, Bled",,,,,,,Skupna cena,08.09.2022. ob 10:10,do prodaje,115 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-bled-146.00-m2-oglas-9929568,9929568,,,,,,HP4101,house,,,Kamnita hiša,Samostojna,"782,00 m²"
1143,350.000 €,,,,,,2022.0,Prodam,"Savinjska, Vojnik, Frankolovo",,,,,,Bazen,Skupna cena,08.09.2022. ob 00:21,do prodaje,546 -krat,https://www.bolha.com/nepremicnine/moderna-enodruzinska-hisa-oglas-9927537,9927537,,,,,,490281029-77,house,6,Večnadstropna,,Samostojna,
1144,204.000 €,,,,,,1993.0,Prodam,"Savinjska, Žalec, Žalec",,,,,,Vrt/dvorišče,Skupna cena,08.09.2022. ob 00:21,do prodaje,585 -krat,https://www.bolha.com/nepremicnine/druzinska-hisa-galicija-celje-zalec-oglas-9927534,9927534,,4,,,,490281025-72,house,5,,,Samostojna,
1145,105.000 €,,,,,,1956.0,Prodam,"Podravska, Duplek, Spodnji Duplek",,,,,,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,07.09.2022. ob 19:07,Št. dni: 22 in 9 h,3074 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-spodnji-duplek-korenska-cesta-oglas-9783104,9783104,Delno opremljeno,,Menjava za drugo nepremičnino ni možna,"76,00 m²",D (60 - 105 kWh/m²a),,house,3,,,Samostojna,"1.830,00 m²"
1146,Po dogovoru,,,,,,1850.0,Prodam,"Osrednjeslovenska, Kamnik, Laze v Tuhinju",,,,1974.0,Balkon,,Skupna cena,07.09.2022. ob 18:35,Št. dni: 22 in 9 h,1848 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-laze-v-tuhinju-oglas-8776310,8776310,,,,"100,00 m²",,,house,4,Pritlična,Kamnita hiša,Samostojna,"372,00 m²"
1147,350.000 €,,,,"274,00 m²",,1979.0,Prodam,"Podravska, Duplek, Spodnji Duplek",,,,2015.0,"Balkon, Zaprt balkon, Terasa, Atrij","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Žar, Bazen",Skupna cena,07.09.2022. ob 18:04,do prodaje,2339 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-spodnji-duplek-274.00-m2-oglas-9590729,9590729,Popolnoma opremljeno,6,Možna menjava za drugo nepremičnino,"350,00 m²",D (60 - 105 kWh/m²a),,house,7,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"794,00 m²"
1148,199.000 €,,,,"437,00 m²",,1980.0,Prodam,"Jugovzhodna Slovenija, Metlika, Metlika",,,,2018.0,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,07.09.2022. ob 16:37,Št. dni: 22 in 7 h,1604 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-metlika-280.00-m2-oglas-8829988,8829988,Popolnoma opremljeno,5,,"437,00 m²",,,house,10+,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"5.035,00 m²"
1149,228.000 €,,,,"202,00 m²",,1977.0,Prodam,"Goriška, Kanal ob Soči, Ročinj",,,,,,,Skupna cena,07.09.2022. ob 15:12,do prodaje,108 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-severna-primorska-kanal-rocinj-oglas-9926148,9926148,Popolnoma opremljeno,1,,"202,00 m²",,PH22901266859161KM-1,house,5,,"Zidana hiša (beton, opeka)",Samostojna,"2.510,00 m²"
1150,249.000 €,,,,"158,00 m²",,2022.0,Prodam,"Podravska, Hoče, Rogoza",,,,,,,Skupna cena,07.09.2022. ob 15:11,do prodaje,1048 -krat,https://www.bolha.com/nepremicnine/hoce-slivnica-rogoza-hisa-samostojna-prodaja-oglas-9926135,9926135,,2,Menjava za drugo nepremičnino ni možna,"158,00 m²",,100103-208,house,6,,,Samostojna,"505,00 m²"
1151,162.000 €,,,,"156,20 m²",,1964.0,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",,,,2001.0,Terasa,Vrt/dvorišče,Skupna cena,07.09.2022. ob 15:11,do prodaje,369 -krat,https://www.bolha.com/nepremicnine/gornja-radgona-hisa-samostojna-prodaja-oglas-9926132,9926132,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"264,70 m²",D (60 - 105 kWh/m²a),100212-47,house,7,,,Samostojna,"763,00 m²"
1152,230.000 €,,,,"82,00 m²",,2000.0,Prodam,"Goriška, Bovec, Bovec",,,,,,,Skupna cena,07.09.2022. ob 15:11,do prodaje,114 -krat,https://www.bolha.com/nepremicnine/hisa-bovec-230.000.00-oglas-9926127,9926127,,,,"82,00 m²",E (105 - 150 kWh/m²a),4789-H-2022,house,10+,,,Ostalo,"309,00 m²"
1153,45.000 €,,,,"60,00 m²",,1931.0,Prodam,"Goriška, Šempeter pri Gorici, Vrtojba",,,,,,,Skupna cena,07.09.2022. ob 15:11,do prodaje,423 -krat,https://www.bolha.com/nepremicnine/hisa-vrstna-hisa-vrtojba-45.000.00-oglas-9926126,9926126,,,,"60,00 m²",G (210+ kWh/m²a),4790-H-2022,house,10+,,,Vrstna,"142,00 m²"
1154,265.000 €,,,,"130,00 m²",,,Prodam,"Podravska, Maribor, Tezno",,,,,,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,07.09.2022. ob 13:46,Št. dni: 22 in 4 h,3131 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-tezno-130.00-m2-oglas-7446327,7446327,,,,,,,house,5,Enonadstropna,,Samostojna,"255,00 m²"
