,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa
841,370.000 €,,,,"90,40 m²",3-sobno,2006,Prodam,"Gorenjska, Bled, Bled",V večstanovanjski stavbi,,2,,Balkon,,Skupna cena,31.03.2022. ob 15:12,do prodaje,439 -krat,https://www.bolha.com/nepremicnine/bled-stanovanje-3-sobno-prodaja-oglas-9179883,9179883,,1,Menjava za drugo nepremičnino ni možna,"114,70 m²",,100101-67
842,245.000 €,,,,"92,20 m²",3-sobno,1976,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",,,,,,,Skupna cena,31.03.2022. ob 13:55,do prodaje,591 -krat,https://www.bolha.com/nepremicnine/kamnik-duplica-3-sobno-stanovanje-oglas-9179573,9179573,,,,,,
843,400.000 €,,,,"87,60 m²",4-sobno,2005,Prodam,"Podravska, Maribor, Studenci",,,3,,Terasa,,Skupna cena,31.03.2022. ob 12:42,do prodaje,3250 -krat,https://www.bolha.com/nepremicnine/maribor-studenci-stanovanje-4-sobno-prodaja-oglas-4154949,4154949,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"193,40 m²",EI v izdelavi,100108-286
844,372.000 €,,,,"78,00 m²",4-sobno,1988,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,4.,5,2017,,,Skupna cena,31.03.2022. ob 00:27,do prodaje,606 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-stirisobno-juzna-primorska-piran-pirano-lucija-oglas-9175740,9175740,Popolnoma opremljeno,brez pripadajočega parkirišča,,"78,00 m²",,PS22901266859092SR
845,189.000 €,,,,"54,50 m²",2-sobno,2013,Prodam,"Gorenjska, Radovljica, Radovljica",V večstanovanjski stavbi,,5,,Terasa,,Skupna cena,31.03.2022. ob 00:16,do prodaje,878 -krat,https://www.bolha.com/nepremicnine/radovljica-stanovanje-2-sobno-prodaja-oglas-9175702,9175702,Neopremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"54,50 m²",C (35 - 60 kWh/m2a),109208-48
846,160.000 €,,,,"36,40 m²",1-sobno,1966,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,2.,4,2016,,,Skupna cena,30.03.2022. ob 11:15,do prodaje,1188 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kranj-vodovodni-stolp-36.00-m2-oglas-9172427,9172427,Popolnoma opremljeno,,Možna menjava za drugo nepremičnino,"32,00 m²",D (60 - 105 kWh/m2a),1SKO
847,79.000 €,,,,"71,00 m²",3-sobno,1994,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",,1.,3,,,,Skupna cena,29.03.2022. ob 15:41,do prodaje,1246 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-gornja-radgona-71.00-m2-oglas-9167620,9167620,Neopremljeno,1,,"71,00 m²",D (60 - 105 kWh/m2a),P24-2022
848,180.000 €,,,,"86,00 m²",5-sobno,1925,Prodam,"Goriška, Bovec, Bovec",,,1,,,,Skupna cena,29.03.2022. ob 15:26,do prodaje,860 -krat,https://www.bolha.com/nepremicnine/bovec-oglas-9167556,9167556,,,,"115,98 m²",,319
849,105.000 €,,,,"55,28 m²",1-sobno,1930,Prodam,"Goriška, Miren, Miren",,,,,,,Skupna cena,29.03.2022. ob 15:10,do prodaje,804 -krat,https://www.bolha.com/nepremicnine/stanovanje-miren-120.000.00-oglas-9167493,9167493,,,,"55,28 m²",D (60 - 105 kWh/m2a),4722-S-2022
850,443.089 €,,,,"101,70 m²",4-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,,,"Balkon, Terasa",,Skupna cena,28.03.2022. ob 15:11,do prodaje,287 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stanovanje-4-sobno-prodaja-oglas-9161388,9161388,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"123,45 m²",EI v izdelavi,101191-31
851,230.000 €,,,,"43,00 m²",2-sobno,1995,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,Pritličje,1,2021,,,Skupna cena,27.03.2022. ob 00:23,do prodaje,1032 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-apartma-juzna-primorska-piran-pirano-portoroz-oglas-9151033,9151033,Popolnoma opremljeno,brez pripadajočega parkirišča,,"43,00 m²",,PS22901266859020SR
852,79.000 €,,,,,2-sobno,1947,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,Skupna cena,27.03.2022. ob 00:13,do prodaje,6440 -krat,https://www.bolha.com/nepremicnine/poponoma-obnovljeno-stanovanje-oglas-9150940,9150940,,,,,E (105 - 150 kWh/m2a),490151040-82
853,390.000 €,,,,,4-sobno,1975,Prodam,"Podravska, Maribor, Center",,,,,,Vrt/dvorišče,Skupna cena,27.03.2022. ob 00:13,do prodaje,1480 -krat,https://www.bolha.com/nepremicnine/ne-spreglejte-oglas-9150938,9150938,,,,,C (35 - 60 kWh/m2a),490151034-183
854,67.016 €,,,,"39,20 m²",1-sobno,1979,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,4.,4,,,,Skupna cena,26.03.2022. ob 07:14,do prodaje,2474 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ptuj-39.20-m2-oglas-9147752,9147752,,,,"37,20 m²",EI v izdelavi,S184/2022
855,220.000 €,,,,"89,00 m²",3-sobno,1910,Prodam,"Obalno-kraška, Izola, Izola",V večstanovanjski stavbi,,,1993,,,Skupna cena,26.03.2022. ob 00:23,do prodaje,1033 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-izola-isola-izola-oglas-9145649,9145649,Popolnoma opremljeno,brez pripadajočega parkirišča,,"89,00 m²",,PS22901266859019AG
856,253.000 €,,,,,3-sobno,1986,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Črnuče",,4.,5,,Balkon,,Skupna cena,25.03.2022. ob 10:47,do prodaje,597 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-crnuce-oglas-9143344,9143344,,,,"61,30 m²",,S-43/2022
857,139.990 €,,,,,2-sobno,1959,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,Visoko pritličje,3,2020,,,Skupna cena,25.03.2022. ob 08:03,do prodaje,944 -krat,https://www.bolha.com/nepremicnine/prodamo-cudovito-2-sobno-stanovanje-oglas-9142735,9142735,,,,"51,50 m²",D (60 - 105 kWh/m2a),GALEA 2022/144
858,423.000 €,,,,"104,00 m²",3-sobno,1971,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,,,2021,,,Skupna cena,25.03.2022. ob 00:21,do prodaje,764 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-koper-capodistria-koper-oglas-9116098,9116098,,brez pripadajočega parkirišča,,"104,00 m²",,PS22901266859017SR
859,186.256 €,,,,"82,20 m²",4-sobno,2010,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,3.,3,2022,Loža,,Skupna cena,24.03.2022. ob 10:25,do prodaje,1032 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vojnik-82.00-m2-oglas-9112976,9112976,Neopremljeno,,,"82,20 m²",,
860,320.000 €,,,,"100,00 m²",1-sobno,2006,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,Pritličje,2,,,,Skupna cena,24.03.2022. ob 01:31,do prodaje,462 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-juzna-primorska-piran-pirano-lucija-oglas-9110568,9110568,Popolnoma opremljeno,brez pripadajočega parkirišča,,"100,00 m²",,PS22901266859012AG
861,825.000 €,,,,"132,00 m²","4,5-sobno",1905,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,1.,3,2021,,,Skupna cena,23.03.2022. ob 16:31,do prodaje,480 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-132.00-m2-oglas-9108767,9108767,,,,,,L236
862,229.000 €,,,,"77,80 m²",3-sobno,1969,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Brezovica pri Ljubljani",,1.,3,,,,Skupna cena,23.03.2022. ob 14:46,do prodaje,828 -krat,https://www.bolha.com/nepremicnine/brezovica-pri-ljubljani-77.00-m2-oglas-9108367,9108367,,,,,,I6
863,149.900 €,,,,"86,80 m²",3-sobno,2018,Prodam,"Savinjska, Šoštanj, Topolšica",V večstanovanjski stavbi,,3,,,,Skupna cena,23.03.2022. ob 09:11,do prodaje,961 -krat,https://www.bolha.com/nepremicnine/sostanj-topolsica-stanovanje-3-sobno-prodaja-oglas-9106766,9106766,Popolnoma opremljeno,1,Menjava za drugo nepremičnino ni možna,"92,30 m²",B2 (25 - 35 kWh/m2a),111213-176
864,300.000 €,,,,"99,00 m²",2-sobno,2006,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,2.,2,,,,Skupna cena,23.03.2022. ob 00:27,do prodaje,518 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-juzna-primorska-piran-pirano-lucija-oglas-9104305,9104305,Popolnoma opremljeno,,,"99,00 m²",,PS22901266859010AG
865,129.000 €,,,,,3-sobno,1845,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,2,2020,,,Skupna cena,22.03.2022. ob 14:28,do prodaje,1457 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-tabor-oglas-9102001,9102001,Popolnoma opremljeno,,,"72,60 m²",E (105 - 150 kWh/m2a),GALEA 2022/122
866,239.000 €,,,,"121,20 m²",4-sobno,1985,Prodam,"Osrednjeslovenska, Kamnik, Kamnik",V večstanovanjski stavbi,5.,5,2013,Balkon,,Skupna cena,21.03.2022. ob 12:12,do prodaje,610 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kamnik-121.00-m2-oglas-9094983,9094983,Popolnoma opremljeno,,,,,1445
867,235.000 €,,,,"99,00 m²",3-sobno,1947,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,3.,4,2005,Balkon,,Skupna cena,18.03.2022. ob 15:21,do prodaje,858 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kranj-99.00-m2-oglas-9077533,9077533,Popolnoma opremljeno,,,,EI v izdelavi,
868,90.000 €,,,,"93,50 m²",3-sobno,1967,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V hiši,1.,,,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,14.03.2022. ob 19:48,do prodaje,3170 -krat,https://www.bolha.com/nepremicnine/trisobno-stanovanje-murska-sobota-93.5-m2-prodamo-oglas-9023153,9023153,Delno opremljeno,,,"148,50 m²",F (150 - 210 kWh/m2a),mgj424
869,2.000.000 €,,,,"202,00 m²",5-sobno,1900,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,,,,,Skupna cena,13.03.2022. ob 00:21,do prodaje,779 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-petsobno-ljubljana-center-center-oglas-9011266,9011266,,,,"202,00 m²",,PS229012668591PB
870,31.000 €,,,,"36,00 m²",1-sobno,1896,Prodam,"Zasavska, Trbovlje, Trbovlje",V večstanovanjski stavbi,2.,2,,,,Skupna cena,12.03.2022. ob 00:14,do prodaje,2086 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-enosobno-zasavje-trbovlje-trbovlje-oglas-9005924,9005924,Delno opremljeno,,,"36,00 m²",,PS00080BH
871,430.000 €,,,,"90,00 m²",3-sobno,1920,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,1.,3,2022,,,Skupna cena,10.03.2022. ob 00:20,do prodaje,520 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-piran-pirano-portoroz-oglas-8995159,8995159,Neopremljeno,brez pripadajočega parkirišča,,"90,00 m²",,PS22901266858975PB
872,95.000 €,,,,"93,50 m²",3-sobno,1967,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V hiši,Visoko pritličje,2,,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,07.03.2022. ob 17:29,do prodaje,2350 -krat,https://www.bolha.com/nepremicnine/stanovanje-murska-sobota-center-141.7-m2-prodamo-oglas-8980972,8980972,,,,"141,70 m²",EI v izdelavi,iuh344
873,499.000 €,,,,"141,00 m²",,1990,Prodam,"Obalno-kraška, Piran, Portorož",V večstanovanjski stavbi,1.,2,2015,,,Skupna cena,06.03.2022. ob 00:23,do prodaje,2753 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-piran-pirano-portoroz-oglas-8969376,8969376,,,,"141,00 m²",,PS22901266858979MP
874,179.800 €,,,,,4-sobno,1962,Prodam,"Goriška, Nova Gorica, Nova Gorica",,,,,,Vrt/dvorišče,Skupna cena,05.03.2022. ob 00:56,do prodaje,1751 -krat,https://www.bolha.com/nepremicnine/stanovanje-z-garazo-in-vrtom-oglas-8965189,8965189,,,,,,490371004-59
875,374.829 €,,,,,5-sobno,2023,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,04.03.2022. ob 00:14,do prodaje,684 -krat,https://www.bolha.com/nepremicnine/moderna-zasnova-odlicna-lokacija-penthouse-oglas-8958261,8958261,,,,,,490281027-104
876,133.686 €,,,,,2-sobno,2023,Prodam,"Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru",V večstanovanjski stavbi,,3,,"Loža, Atrij",,Skupna cena,02.03.2022. ob 10:30,do prodaje,8499 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-pesnica-pri-mariboru-oglas-8950003,8950003,,,,,,8
877,85.000 €,,,,,"1,5-sobno",2003,Prodam,"Podravska, Ruše, Ruše",V večstanovanjski stavbi,2.,3,,,,Skupna cena,02.03.2022. ob 07:48,do prodaje,962 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ruse-33.00-m2-oglas-8949513,8949513,,,,"37,90 m²",D (60 - 105 kWh/m2a),1434
878,625.000 €,,,,"150,00 m²",3-sobno,1971,Prodam,"Obalno-kraška, Piran, Seča",V večstanovanjski stavbi,1.,2,,,,Skupna cena,02.03.2022. ob 00:19,do prodaje,554 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-triinpolsobno-juzna-primorska-piran-pirano-seca-oglas-8947742,8947742,,brez pripadajočega parkirišča,,"150,00 m²",,PS22901266858943PB
879,271.915 €,,,,,4-sobno,2023,Prodam,"Savinjska, Celje, Celje",,,3,,,,Skupna cena,02.03.2022. ob 00:14,do prodaje,1174 -krat,https://www.bolha.com/nepremicnine/soncni-golovec-soseska-najlepsih-razgledov-oglas-8947731,8947731,,,,,,490281026-155
880,288.091 €,,,,,4-sobno,2023,Prodam,"Savinjska, Celje, Celje",,,4,,,,Skupna cena,02.03.2022. ob 00:14,do prodaje,651 -krat,https://www.bolha.com/nepremicnine/soncni-golovec-soseska-najlepsih-razgledov-oglas-8947729,8947729,,,,,,490281026-158
881,329.000 €,,,,,4-sobno,2007,Prodam,"Osrednjeslovenska, Domžale, Radomlje",,,,,,,Skupna cena,02.03.2022. ob 00:13,do prodaje,571 -krat,https://www.bolha.com/nepremicnine/prostorno-ter-svetlo-4-sobno-stanovanje-oglas-8947722,8947722,,2,,,C (35 - 60 kWh/m2a),490191111-9
882,285.000 €,,,,"135,20 m²",4-sobno,1930,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šentvid",,,,2007,,,Skupna cena,01.03.2022. ob 09:21,do prodaje,708 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-sentvid-84.00-m2-oglas-8944549,8944549,,,,,,
883,139.000 €,,,,,4-sobno,1858,Prodam,"Savinjska, Celje, Celje",,,2,,,,Skupna cena,01.03.2022. ob 04:04,do prodaje,1373 -krat,https://www.bolha.com/nepremicnine/stanovanje-odlicni-lokaciji-v-celju-oglas-8942441,8942441,,1,,,,490281030-41
884,125.000 €,,,,,3-sobno,1960,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,01.03.2022. ob 04:04,do prodaje,1211 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-odlicni-lokaciji-oglas-8942439,8942439,,,,,D (60 - 105 kWh/m2a),490281026-154
885,79.900 €,,,,"62,00 m²",3-sobno,1967,Prodam,"Podravska, Maribor, Tezno",V hiši,,3,2017,Atrij,,Skupna cena,25.02.2022. ob 15:10,do prodaje,4254 -krat,https://www.bolha.com/nepremicnine/maribor-tezno-stanovanje-3-sobno-prodaja-oglas-8923003,8923003,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"64,00 m²",E (105 - 150 kWh/m2a),109235-12
886,285.000 €,,,,"101,50 m²",4-sobno,1976,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Štepanjsko naselje",,1.,4,2010,,,Skupna cena,25.02.2022. ob 11:43,do prodaje,578 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stepanjsko-naselje-nusdorferjeva-101.00-m2-oglas-8922182,8922182,,,,,,L233
887,461.846 €,,,,"101,70 m²",3-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,5,,,,Skupna cena,24.02.2022. ob 00:16,do prodaje,399 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stanovanje-3-sobno-prodaja-oglas-8913458,8913458,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"134,50 m²",EI v izdelavi,101145-265
888,447.502 €,,,,"101,70 m²",4-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,5,,,,Skupna cena,24.02.2022. ob 00:16,do prodaje,280 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stanovanje-4-sobno-prodaja-oglas-8913457,8913457,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"126,60 m²",EI v izdelavi,101145-264
889,138.000 €,,,,"82,30 m²",2-sobno,1900,Prodam,"Goriška, Ajdovščina, Ajdovščina",,,,,,,Skupna cena,22.02.2022. ob 15:11,do prodaje,1897 -krat,https://www.bolha.com/nepremicnine/stanovanje-dvosobno-stanovanje-ajdovscina-138.000.00-oglas-8905812,8905812,,,,"82,30 m²",F (150 - 210 kWh/m2a),4698-S-2022
890,108.000 €,,,,"56,00 m²","2,5-sobno",1900,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,3,1999,Balkon,,Skupna cena,22.02.2022. ob 12:30,do prodaje,7344 -krat,https://www.bolha.com/nepremicnine/vetrinjska-ul-12-maribor-oglas-8905148,8905148,Delno opremljeno,,,"64,00 m²",E (105 - 150 kWh/m2a),1430
891,83.000 €,,,,"37,10 m²",1-sobno,1850,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,,4,,,,Skupna cena,21.02.2022. ob 00:14,do prodaje,3546 -krat,https://www.bolha.com/nepremicnine/celje-stanovanje-1-sobno-prodaja-oglas-8895969,8895969,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"60,80 m²",,107207-86
892,"343.237,50 €",,,,"157,63 m²",4-sobno,2019,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,4.,5,,,,Skupna cena,20.02.2022. ob 16:28,do prodaje,1155 -krat,https://www.bolha.com/nepremicnine/celje-center-zadnje-stanovanje-157.00-m2-oglas-8893560,8893560,,,Možna menjava za drugo nepremičnino,,B1 (15 - 25 kWh/m2a),
893,250.000 €,,,,"162,90 m²",5-sobno,1852,Prodam,"Gorenjska, Tržič, Tržič",,1.,2,,,,Skupna cena,18.02.2022. ob 11:01,do prodaje,734 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-trzic-162.00-m2-oglas-8878425,8878425,,,,"191,70 m²",,S-136/2021
894,238.000 €,,,,"90,00 m²",4-sobno,1954,Prodam,"Osrednjeslovenska, Medvode, Smlednik",,1.,,2012,,,Skupna cena,18.02.2022. ob 10:32,do prodaje,845 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smlednik-90.00-m2-oglas-8878257,8878257,,,,,,S-42/2022
895,254.020 €,,,,"88,00 m²","3,5-sobno",2022,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",V večstanovanjski stavbi,,3,,,,Skupna cena,17.02.2022. ob 18:52,do prodaje,867 -krat,https://www.bolha.com/nepremicnine/rogaska-slatina-stanovanje-3.5-sobno-prodaja-oglas-7098792,7098792,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"128,00 m²",Ni možno izdati,107209-66
896,173.600 €,,,,"89,00 m²","2,5-sobno",2022,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",V večstanovanjski stavbi,,3,,,,Skupna cena,17.02.2022. ob 18:46,do prodaje,961 -krat,https://www.bolha.com/nepremicnine/rogaska-slatina-stanovanje-2.5-sobno-prodaja-oglas-7736618,7736618,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"121,00 m²",Ni možno izdati,107209-74
897,172.800 €,,,,,3-sobno,1900,Prodam,"Podravska, Maribor, Magdalena",V hiši,1.,1,2021,,,Skupna cena,17.02.2022. ob 10:02,do prodaje,684 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-maribor-oglas-8872399,8872399,Neopremljeno,,,"86,40 m²",C (35 - 60 kWh/m2a),1429
898,178.990 €,,,,"58,57 m²",2-sobno,,Prodam,"Zasavska, Zagorje ob Savi, Brezje",V večstanovanjski stavbi,,3,,"Atrij, Terasa",Vrt/dvorišče,Skupna cena,17.02.2022. ob 00:14,do prodaje,415 -krat,https://www.bolha.com/nepremicnine/maribor-brezje-stanovanje-2-sobno-prodaja-oglas-8869676,8869676,,2,Menjava za drugo nepremičnino ni možna,"58,57 m²",,109210-93
899,195.000 €,,,,"64,00 m²",2-sobno,1965,Prodam,"Osrednjeslovenska, Domžale, Rodica",V večstanovanjski stavbi,2.,2,2021,Balkon,Lopa za shranjevanje,Skupna cena,16.02.2022. ob 16:54,do prodaje,1178 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-rodica-64.00-m2-oglas-8868172,8868172,Popolnoma opremljeno,2,,"64,00 m²",Merjena EI,
900,178.990 €,,,,"58,84 m²",2-sobno,,Prodam,"Zasavska, Zagorje ob Savi, Brezje",V večstanovanjski stavbi,,3,,"Atrij, Terasa",Vrt/dvorišče,Skupna cena,16.02.2022. ob 00:14,do prodaje,450 -krat,https://www.bolha.com/nepremicnine/maribor-brezje-stanovanje-2-sobno-prodaja-oglas-8863057,8863057,,2,Menjava za drugo nepremičnino ni možna,"58,84 m²",,109141-214
901,593.000 €,,,,,6 in večsobno,1973,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Ježica",V večstanovanjski stavbi,3.,,2010,Balkon,,Skupna cena,15.02.2022. ob 11:47,do prodaje,3541 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-jezica-ljubljana-oglas-8859758,8859758,Popolnoma opremljeno,,,"152,00 m²",D (60 - 105 kWh/m2a),1385
902,255.000 €,,,,"62,40 m²",3-sobno,1963,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška",,2.,4,2018,,,Skupna cena,14.02.2022. ob 12:57,do prodaje,823 -krat,https://www.bolha.com/nepremicnine/ljubljana-zgornja-siska-62.00-m2-oglas-8854232,8854232,,,,,,R97
903,447.502 €,,,,"101,70 m²",4-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,5,,,,Skupna cena,12.02.2022. ob 00:17,do prodaje,251 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stanovanje-4-sobno-prodaja-oglas-8837401,8837401,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"126,60 m²",EI v izdelavi,101170-194
904,375.000 €,,,,,3-sobno,2006,Prodam,"Obalno-kraška, Piran, Portorož",,,2,,,Vrt/dvorišče,Skupna cena,12.02.2022. ob 00:12,do prodaje,882 -krat,https://www.bolha.com/nepremicnine/stanovanje-z-atrijem-v-novejsi-hisi-lucija-oglas-8837369,8837369,,,,,C (35 - 60 kWh/m2a),490111001-744
905,275.000 €,,,,"83,65 m²",3-sobno,1952,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška",,2.,3,2015,,,Skupna cena,11.02.2022. ob 14:39,do prodaje,927 -krat,https://www.bolha.com/nepremicnine/ljubljana-zgornja-siska-83.00-m2-oglas-8835559,8835559,,,,,D (60 - 105 kWh/m2a),R113
906,447.502 €,,,,"101,70 m²",4-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,5,,,,Skupna cena,11.02.2022. ob 00:17,do prodaje,242 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stanovanje-4-sobno-prodaja-oglas-8831465,8831465,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"126,60 m²",EI v izdelavi,101227-19
907,50.000 €,,,,"91,00 m²",3-sobno,1873,Prodam,"Zasavska, Trbovlje, Trbovlje",V večstanovanjski stavbi,Pritličje,2,,,,Skupna cena,11.02.2022. ob 00:13,do prodaje,2184 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-zasavje-trbovlje-trbovlje-oglas-8831443,8831443,Delno opremljeno,,,"91,00 m²",,PS00077BH
908,355.000 €,,,,"76,80 m²","2,5-sobno",1978,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",,7.,9,2013,,,Skupna cena,10.02.2022. ob 15:52,do prodaje,671 -krat,https://www.bolha.com/nepremicnine/ljubljana-bezigrad-glinskova-ploscad-76.00-m2-oglas-8829736,8829736,,,,,,R112
909,461.846 €,,,,"101,70 m²",3-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,5,,,,Skupna cena,10.02.2022. ob 15:11,do prodaje,250 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stanovanje-3-sobno-prodaja-oglas-8829539,8829539,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"134,50 m²",EI v izdelavi,101215-163
